,date,new_cases_smoothed,new_deaths_smoothed,new_vaccinations_smoothed,aged_65_older,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers
0,2021-02-23,18.286,1.0,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
1,2021-02-24,17.714000000000006,1.143,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
2,2021-02-25,17.570999999999998,1.143,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
3,2021-02-26,17.285999999999998,1.714,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
4,2021-02-27,18.143,1.857,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
5,2021-02-28,15.714,1.571,1367.0,2.5810000000000004,597.029,9.59,14.1,33.1
6,2021-03-01,16.570999999999998,1.571,1580.0,2.5810000000000004,597.029,9.59,14.1,33.1
7,2021-03-02,16.143,1.571,1794.0,2.5810000000000004,597.029,9.59,14.1,33.1
8,2021-03-03,15.143,1.429,2008.0,2.5810000000000004,597.029,9.59,14.1,33.1
9,2021-03-04,13.571,1.143,2221.0,2.5810000000000004,597.029,9.59,14.1,33.1
10,2021-03-05,18.714,1.0,2435.0,2.5810000000000004,597.029,9.59,14.1,33.1
11,2021-03-06,19.0,0.857,2649.0,2.5810000000000004,597.029,9.59,14.1,33.1
12,2021-03-07,19.0,0.857,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
13,2021-03-08,20.429,1.0,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
14,2021-03-09,16.714000000000002,0.7140000000000001,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
15,2021-03-10,17.714000000000006,0.7140000000000001,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
16,2021-03-11,20.286,0.7140000000000001,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
17,2021-03-12,18.857,0.7140000000000001,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
18,2021-03-13,17.0,0.7140000000000001,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
19,2021-03-14,19.714,1.143,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
20,2021-03-15,15.571,1.143,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
21,2021-03-16,17.0,1.286,2862.0,2.5810000000000004,597.029,9.59,14.1,33.1
22,2021-01-10,31858.857000000004,780.7139999999998,500.0,11.373,197.093,7.29,14.1,33.1
23,2021-01-11,32750.429,780.143,500.0,11.373,197.093,7.29,14.1,33.1
24,2021-01-12,32647.714,816.7139999999998,500.0,11.373,197.093,7.29,14.1,33.1
25,2021-01-13,32391.286,832.429,500.0,11.373,197.093,7.29,14.1,33.1
26,2021-01-14,32223.571,884.429,600.0,11.373,197.093,7.29,14.1,33.1
27,2021-01-15,31523.857000000004,883.7139999999998,667.0,11.373,197.093,7.29,14.1,33.1
28,2021-01-16,30448.0,884.571,1000.0,11.373,197.093,7.29,14.1,33.1
29,2021-01-17,29728.286,885.143,1118.0,11.373,197.093,7.29,14.1,33.1
30,2021-01-18,28934.429,891.429,1236.0,11.373,197.093,7.29,14.1,33.1
31,2021-01-19,28546.143,909.429,1354.0,11.373,197.093,7.29,14.1,33.1
32,2021-01-20,27737.571,866.857,1595.0,11.373,197.093,7.29,14.1,33.1
33,2021-01-21,26828.571,862.857,1718.0,11.373,197.093,7.29,14.1,33.1
34,2021-01-22,26057.714,872.7139999999998,1841.0,11.373,197.093,7.29,14.1,33.1
35,2021-01-23,26020.571,889.7139999999998,1622.0,11.373,197.093,7.29,14.1,33.1
36,2021-01-24,25099.286,896.7139999999998,1433.0,11.373,197.093,7.29,14.1,33.1
37,2021-01-25,24273.429,903.286,1463.0,11.373,197.093,7.29,14.1,33.1
38,2021-01-26,23586.0,872.0,1677.0,11.373,197.093,7.29,14.1,33.1
39,2021-01-27,22513.143,890.429,1775.0,11.373,197.093,7.29,14.1,33.1
40,2021-01-28,21501.0,886.2860000000002,1965.0,11.373,197.093,7.29,14.1,33.1
41,2021-01-29,20507.143,868.0,1996.0,11.373,197.093,7.29,14.1,33.1
42,2021-01-30,19157.714,844.143,14836.0,11.373,197.093,7.29,14.1,33.1
43,2021-01-31,18533.714,826.7139999999998,19979.0,11.373,197.093,7.29,14.1,33.1
44,2021-02-01,17964.571,789.2860000000002,30975.0,11.373,197.093,7.29,14.1,33.1
45,2021-02-02,17425.0,775.143,38916.0,11.373,197.093,7.29,14.1,33.1
46,2021-02-03,16658.571,726.2860000000002,45937.0,11.373,197.093,7.29,14.1,33.1
47,2021-02-04,16043.428999999998,665.0,51671.0,11.373,197.093,7.29,14.1,33.1
48,2021-02-05,15569.857,622.286,59446.0,11.373,197.093,7.29,14.1,33.1
49,2021-02-06,14953.143,612.714,54656.0,11.373,197.093,7.29,14.1,33.1
50,2021-02-07,14377.714,588.714,55849.0,11.373,197.093,7.29,14.1,33.1
51,2021-02-08,14192.286,579.286,50970.0,11.373,197.093,7.29,14.1,33.1
52,2021-02-09,13696.571000000002,552.857,52305.0,11.373,197.093,7.29,14.1,33.1
53,2021-02-10,13361.714,528.143,64098.0,11.373,197.093,7.29,14.1,33.1
54,2021-02-11,12704.0,517.857,74046.0,11.373,197.093,7.29,14.1,33.1
55,2021-02-12,12420.428999999998,520.429,102656.0,11.373,197.093,7.29,14.1,33.1
56,2021-02-13,12044.571000000002,492.429,134483.0,11.373,197.093,7.29,14.1,33.1
57,2021-02-14,11844.714,483.286,151062.0,11.373,197.093,7.29,14.1,33.1
58,2021-02-15,11627.571000000002,487.286,167642.0,11.373,197.093,7.29,14.1,33.1
59,2021-02-16,11438.428999999998,454.0,186365.0,11.373,197.093,7.29,14.1,33.1
60,2021-02-17,11324.0,434.857,193118.0,11.373,197.093,7.29,14.1,33.1
61,2021-02-18,11613.0,437.143,199310.0,11.373,197.093,7.29,14.1,33.1
62,2021-02-19,11198.286,411.286,192631.0,11.373,197.093,7.29,14.1,33.1
63,2021-02-20,11004.714,402.429,167250.0,11.373,197.093,7.29,14.1,33.1
64,2021-02-21,10889.714,408.714,145119.0,11.373,197.093,7.29,14.1,33.1
65,2021-02-22,10764.571000000002,389.429,139843.0,11.373,197.093,7.29,14.1,33.1
66,2021-02-23,10437.857,390.0,126935.0,11.373,197.093,7.29,14.1,33.1
67,2021-02-24,10182.429,379.143,143698.0,11.373,197.093,7.29,14.1,33.1
68,2021-02-25,9950.714,357.1430000000001,161558.0,11.373,197.093,7.29,14.1,33.1
69,2021-02-26,9962.714,347.571,166218.0,11.373,197.093,7.29,14.1,33.1
70,2021-02-27,9715.857,354.571,178477.0,11.373,197.093,7.29,14.1,33.1
71,2021-02-28,9700.714,338.571,178796.0,11.373,197.093,7.29,14.1,33.1
72,2021-03-01,9674.429,335.571,192279.0,11.373,197.093,7.29,14.1,33.1
73,2021-03-02,9669.857,320.286,199773.0,11.373,197.093,7.29,14.1,33.1
74,2021-03-03,9724.0,313.4290000000001,181517.0,11.373,197.093,7.29,14.1,33.1
75,2021-03-04,9739.857,309.714,162184.0,11.373,197.093,7.29,14.1,33.1
76,2021-03-05,9377.857,296.857,161529.0,11.373,197.093,7.29,14.1,33.1
77,2021-03-06,9681.0,286.0,163847.0,11.373,197.093,7.29,14.1,33.1
78,2021-03-07,9535.429,286.714,168558.0,11.373,197.093,7.29,14.1,33.1
79,2021-03-08,9598.857,295.857,187189.0,11.373,197.093,7.29,14.1,33.1
80,2021-03-09,9616.143,285.286,184261.0,11.373,197.093,7.29,14.1,33.1
81,2021-03-10,9546.571,288.571,208376.0,11.373,197.093,7.29,14.1,33.1
82,2021-03-11,9967.857,287.571,214435.0,11.373,197.093,7.29,14.1,33.1
83,2021-03-12,10147.143,287.571,224714.0,11.373,197.093,7.29,14.1,33.1
84,2021-03-13,10198.0,292.0,253097.0,11.373,197.093,7.29,14.1,33.1
85,2021-03-14,10236.143,295.0,249643.0,11.373,197.093,7.29,14.1,33.1
86,2021-03-15,10112.571,285.0,256037.0,11.373,197.093,7.29,14.1,33.1
87,2021-03-16,10277.429,287.571,269616.0,11.373,197.093,7.29,14.1,33.1
88,2021-03-17,10377.429,284.143,249830.0,11.373,197.093,7.29,14.1,33.1
89,2021-03-18,9806.143,275.143,249664.0,11.373,197.093,7.29,14.1,33.1
90,2021-03-19,10211.429,320.571,249390.0,11.373,197.093,7.29,14.1,33.1
91,2021-03-20,10053.571,306.714,204920.0,11.373,197.093,7.29,14.1,33.1
92,2021-03-21,10115.286,303.571,205638.0,11.373,197.093,7.29,14.1,33.1
93,2021-03-22,10283.143,296.571,166953.0,11.373,197.093,7.29,14.1,33.1
94,2021-03-23,10226.429,298.714,155475.0,11.373,197.093,7.29,14.1,33.1
95,2021-03-24,10194.143,305.143,244180.0,11.373,197.093,7.29,14.1,33.1
96,2021-03-25,10359.571,323.0,258464.0,11.373,197.093,7.29,14.1,33.1
97,2021-03-26,11200.0,294.286,252812.0,11.373,197.093,7.29,14.1,33.1
98,2021-03-27,11238.714,293.714,262849.0,11.373,197.093,7.29,14.1,33.1
99,2021-03-28,11225.286,287.143,296749.0,11.373,197.093,7.29,14.1,33.1
100,2021-03-29,11242.428999999998,294.571,309702.0,11.373,197.093,7.29,14.1,33.1
101,2021-03-30,11410.428999999998,288.143,315652.0,11.373,197.093,7.29,14.1,33.1
102,2021-03-31,11675.714,278.857,264374.0,11.373,197.093,7.29,14.1,33.1
103,2021-04-01,13054.857,281.857,259566.0,11.373,197.093,7.29,14.1,33.1
104,2021-04-02,12288.286,268.0,243171.0,11.373,197.093,7.29,14.1,33.1
105,2021-04-03,12189.143,264.42900000000003,239260.0,11.373,197.093,7.29,14.1,33.1
106,2021-04-04,12261.0,277.143,233936.0,11.373,197.093,7.29,14.1,33.1
107,2021-04-05,12196.286,265.42900000000003,221528.0,11.373,197.093,7.29,14.1,33.1
108,2021-04-06,12169.714,259.571,232393.0,11.373,197.093,7.29,14.1,33.1
109,2021-01-11,621.143,6.857,64.0,13.188,304.195,10.08,7.1,51.2
110,2021-01-12,620.571,6.0,64.0,13.188,304.195,10.08,7.1,51.2
111,2021-01-13,618.0,5.5710000000000015,63.0,13.188,304.195,10.08,7.1,51.2
112,2021-01-14,612.714,5.4289999999999985,66.0,13.188,304.195,10.08,7.1,51.2
113,2021-01-15,608.143,5.0,62.0,13.188,304.195,10.08,7.1,51.2
114,2021-01-16,597.571,5.2860000000000005,62.0,13.188,304.195,10.08,7.1,51.2
115,2021-01-17,585.0,5.143,58.0,13.188,304.195,10.08,7.1,51.2
116,2021-01-18,573.0,4.857,55.0,13.188,304.195,10.08,7.1,51.2
117,2021-01-19,563.0,5.0,51.0,13.188,304.195,10.08,7.1,51.2
118,2021-01-20,557.714,5.0,47.0,13.188,304.195,10.08,7.1,51.2
119,2021-01-21,560.286,5.0,40.0,13.188,304.195,10.08,7.1,51.2
120,2021-01-22,574.286,5.4289999999999985,34.0,13.188,304.195,10.08,7.1,51.2
121,2021-01-23,603.571,5.714,26.0,13.188,304.195,10.08,7.1,51.2
122,2021-01-24,654.857,5.4289999999999985,21.0,13.188,304.195,10.08,7.1,51.2
123,2021-01-25,690.0,6.143,15.0,13.188,304.195,10.08,7.1,51.2
124,2021-01-26,731.857,6.4289999999999985,9.0,13.188,304.195,10.08,7.1,51.2
125,2021-01-27,761.2860000000002,6.857,4.0,13.188,304.195,10.08,7.1,51.2
126,2021-01-28,791.143,7.713999999999999,0.0,13.188,304.195,10.08,7.1,51.2
127,2021-01-29,813.571,7.857,0.0,13.188,304.195,10.08,7.1,51.2
128,2021-01-30,830.0,8.429,0.0,13.188,304.195,10.08,7.1,51.2
129,2021-01-31,836.143,9.286,0.0,13.188,304.195,10.08,7.1,51.2
130,2021-02-01,882.857,9.857,0.0,13.188,304.195,10.08,7.1,51.2
131,2021-02-02,891.857,9.429,0.0,13.188,304.195,10.08,7.1,51.2
132,2021-02-03,910.571,9.286,12.0,13.188,304.195,10.08,7.1,51.2
133,2021-02-04,934.143,9.714,24.0,13.188,304.195,10.08,7.1,51.2
134,2021-02-05,961.714,10.714,35.0,13.188,304.195,10.08,7.1,51.2
135,2021-02-06,994.429,11.0,47.0,13.188,304.195,10.08,7.1,51.2
136,2021-02-07,1029.857,11.429,59.0,13.188,304.195,10.08,7.1,51.2
137,2021-02-08,1042.429,11.286,71.0,13.188,304.195,10.08,7.1,51.2
138,2021-02-09,1084.857,12.857,82.0,13.188,304.195,10.08,7.1,51.2
139,2021-02-10,1104.286,14.143,81.0,13.188,304.195,10.08,7.1,51.2
140,2021-02-11,1111.857,14.143,79.0,13.188,304.195,10.08,7.1,51.2
141,2021-02-12,1107.571,14.0,78.0,13.188,304.195,10.08,7.1,51.2
142,2021-02-13,1110.714,13.857,76.0,13.188,304.195,10.08,7.1,51.2
143,2021-02-14,1105.571,13.571,75.0,13.188,304.195,10.08,7.1,51.2
144,2021-02-15,1080.143,13.571,73.0,13.188,304.195,10.08,7.1,51.2
145,2021-02-16,1017.571,13.429,72.0,13.188,304.195,10.08,7.1,51.2
146,2021-02-17,1007.857,13.857,72.0,13.188,304.195,10.08,7.1,51.2
147,2021-02-18,1008.857,14.286,254.0,13.188,304.195,10.08,7.1,51.2
148,2021-02-19,1010.571,15.0,405.0,13.188,304.195,10.08,7.1,51.2
149,2021-02-20,1010.714,15.714,516.0,13.188,304.195,10.08,7.1,51.2
150,2021-02-21,1024.429,15.857,627.0,13.188,304.195,10.08,7.1,51.2
151,2021-02-22,1062.143,16.285999999999998,739.0,13.188,304.195,10.08,7.1,51.2
152,2021-02-23,1093.571,16.285999999999998,891.0,13.188,304.195,10.08,7.1,51.2
153,2021-02-24,1085.857,16.429000000000002,1043.0,13.188,304.195,10.08,7.1,51.2
154,2021-02-25,1067.857,17.0,1012.0,13.188,304.195,10.08,7.1,51.2
155,2021-02-26,1045.714,17.143,1000.0,13.188,304.195,10.08,7.1,51.2
156,2021-02-27,1021.857,17.429000000000002,1027.0,13.188,304.195,10.08,7.1,51.2
157,2021-02-28,988.714,18.571,1054.0,13.188,304.195,10.08,7.1,51.2
158,2021-03-01,949.429,19.286,1081.0,13.188,304.195,10.08,7.1,51.2
159,2021-03-02,931.0,19.857,1026.0,13.188,304.195,10.08,7.1,51.2
160,2021-03-03,906.714,20.143,971.0,13.188,304.195,10.08,7.1,51.2
161,2021-03-04,886.857,20.0,927.0,13.188,304.195,10.08,7.1,51.2
162,2021-03-05,867.429,20.143,897.0,13.188,304.195,10.08,7.1,51.2
163,2021-03-06,837.571,20.429,867.0,13.188,304.195,10.08,7.1,51.2
164,2021-03-07,818.571,20.429,838.0,13.188,304.195,10.08,7.1,51.2
165,2021-03-08,807.0,20.0,808.0,13.188,304.195,10.08,7.1,51.2
166,2021-03-09,769.429,19.143,820.0,13.188,304.195,10.08,7.1,51.2
167,2021-03-10,738.0,18.571,831.0,13.188,304.195,10.08,7.1,51.2
168,2021-03-11,703.0,18.0,857.0,13.188,304.195,10.08,7.1,51.2
169,2021-03-12,688.857,17.285999999999998,883.0,13.188,304.195,10.08,7.1,51.2
170,2021-03-13,677.571,16.0,1042.0,13.188,304.195,10.08,7.1,51.2
171,2021-03-14,653.857,15.143,1201.0,13.188,304.195,10.08,7.1,51.2
172,2021-03-15,633.857,14.857,1361.0,13.188,304.195,10.08,7.1,51.2
173,2021-03-16,611.857,15.429,1520.0,13.188,304.195,10.08,7.1,51.2
174,2021-03-17,585.429,15.143,1679.0,13.188,304.195,10.08,7.1,51.2
175,2021-03-18,583.714,14.857,1960.0,13.188,304.195,10.08,7.1,51.2
176,2021-03-19,557.0,14.857,2240.0,13.188,304.195,10.08,7.1,51.2
177,2021-03-20,531.429,14.714,2386.0,13.188,304.195,10.08,7.1,51.2
178,2021-03-21,532.286,13.143,2533.0,13.188,304.195,10.08,7.1,51.2
179,2021-03-22,503.857,12.143,2679.0,13.188,304.195,10.08,7.1,51.2
180,2021-03-23,479.286,11.286,2895.0,13.188,304.195,10.08,7.1,51.2
181,2021-03-24,479.571,11.286,2946.0,13.188,304.195,10.08,7.1,51.2
182,2021-03-25,462.714,11.143,3287.0,13.188,304.195,10.08,7.1,51.2
183,2021-03-26,456.286,10.0,3276.0,13.188,304.195,10.08,7.1,51.2
184,2021-03-27,442.857,10.143,3113.0,13.188,304.195,10.08,7.1,51.2
185,2021-03-28,419.143,10.429,4678.0,13.188,304.195,10.08,7.1,51.2
186,2021-03-29,410.714,10.143,7204.0,13.188,304.195,10.08,7.1,51.2
187,2021-03-30,410.857,10.143,9662.0,13.188,304.195,10.08,7.1,51.2
188,2021-03-31,408.857,9.143,12122.0,13.188,304.195,10.08,7.1,51.2
189,2021-04-01,391.286,8.142999999999999,13731.0,13.188,304.195,10.08,7.1,51.2
190,2021-04-02,375.143,7.857,15748.0,13.188,304.195,10.08,7.1,51.2
191,2021-04-03,363.143,7.4289999999999985,17346.0,13.188,304.195,10.08,7.1,51.2
192,2021-04-04,342.4290000000001,7.857,16412.0,13.188,304.195,10.08,7.1,51.2
193,2021-04-05,339.4290000000001,8.286,15435.0,13.188,304.195,10.08,7.1,51.2
194,2021-04-06,316.143,8.0,14610.0,13.188,304.195,10.08,7.1,51.2
195,2021-01-30,250.429,3.857,30.0,6.211,278.36400000000003,6.73,0.7,30.4
196,2021-01-31,249.0,4.0,1889.0,6.211,278.36400000000003,6.73,0.7,30.4
197,2021-02-01,246.286,4.0,2509.0,6.211,278.36400000000003,6.73,0.7,30.4
198,2021-02-02,249.143,3.857,2819.0,6.211,278.36400000000003,6.73,0.7,30.4
199,2021-02-03,251.0,3.286,3005.0,6.211,278.36400000000003,6.73,0.7,30.4
200,2021-02-04,253.0,3.286,3129.0,6.211,278.36400000000003,6.73,0.7,30.4
201,2021-02-05,248.857,3.571,3217.0,6.211,278.36400000000003,6.73,0.7,30.4
202,2021-02-06,215.286,3.0,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
203,2021-02-07,249.857,3.286,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
204,2021-02-08,247.857,3.429,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
205,2021-02-09,245.429,3.714,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
206,2021-02-10,238.0,3.714,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
207,2021-02-11,238.286,3.714,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
208,2021-02-12,239.143,3.286,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
209,2021-02-13,269.143,3.714,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
210,2021-02-14,231.857,3.571,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
211,2021-02-15,225.857,3.571,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
212,2021-02-16,215.71400000000003,3.0,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
213,2021-02-17,209.286,3.0,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
214,2021-02-18,195.571,2.857,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
215,2021-02-19,185.286,3.143,3748.0,6.211,278.36400000000003,6.73,0.7,30.4
216,2021-01-26,63.429,0.7140000000000001,66.0,11.373,109.135,7.97,29.0,37.8
217,2021-01-27,58.286,0.857,66.0,11.373,109.135,7.97,29.0,37.8
218,2021-01-28,57.143,1.0,66.0,11.373,109.135,7.97,29.0,37.8
219,2021-01-29,60.143,1.0,66.0,11.373,109.135,7.97,29.0,37.8
220,2021-01-30,55.143,0.7140000000000001,66.0,11.373,109.135,7.97,29.0,37.8
221,2021-01-31,55.429,0.7140000000000001,66.0,11.373,109.135,7.97,29.0,37.8
222,2021-02-01,53.714,0.5710000000000001,66.0,11.373,109.135,7.97,29.0,37.8
223,2021-02-02,54.143,0.7140000000000001,60.0,11.373,109.135,7.97,29.0,37.8
224,2021-02-03,50.57100000000001,0.7140000000000001,55.0,11.373,109.135,7.97,29.0,37.8
225,2021-02-04,51.143,0.429,50.0,11.373,109.135,7.97,29.0,37.8
226,2021-02-05,47.857,0.5710000000000001,44.0,11.373,109.135,7.97,29.0,37.8
227,2021-02-06,45.857,0.5710000000000001,39.0,11.373,109.135,7.97,29.0,37.8
228,2021-02-07,44.857,0.7140000000000001,34.0,11.373,109.135,7.97,29.0,37.8
229,2021-02-08,43.286,0.7140000000000001,28.0,11.373,109.135,7.97,29.0,37.8
230,2021-02-09,42.143,0.5710000000000001,28.0,11.373,109.135,7.97,29.0,37.8
231,2021-02-10,40.286,0.429,28.0,11.373,109.135,7.97,29.0,37.8
232,2021-02-11,36.286,0.429,48.0,11.373,109.135,7.97,29.0,37.8
233,2021-02-12,36.429,0.28600000000000003,68.0,11.373,109.135,7.97,29.0,37.8
234,2021-02-13,36.714,0.28600000000000003,74.0,11.373,109.135,7.97,29.0,37.8
235,2021-02-14,36.0,0.14300000000000002,81.0,11.373,109.135,7.97,29.0,37.8
236,2021-02-15,37.571,0.14300000000000002,87.0,11.373,109.135,7.97,29.0,37.8
237,2021-02-16,34.714,0.14300000000000002,94.0,11.373,109.135,7.97,29.0,37.8
238,2021-02-17,33.0,0.14300000000000002,100.0,11.373,109.135,7.97,29.0,37.8
239,2021-02-18,31.286,0.14300000000000002,87.0,11.373,109.135,7.97,29.0,37.8
240,2021-02-19,31.143,0.14300000000000002,74.0,11.373,109.135,7.97,29.0,37.8
241,2021-02-20,29.857,0.0,71.0,11.373,109.135,7.97,29.0,37.8
242,2021-02-21,28.0,0.0,67.0,11.373,109.135,7.97,29.0,37.8
243,2021-02-22,24.857,0.28600000000000003,64.0,11.373,109.135,7.97,29.0,37.8
244,2021-02-23,26.286,0.429,60.0,11.373,109.135,7.97,29.0,37.8
245,2021-02-24,27.429,0.429,57.0,11.373,109.135,7.97,29.0,37.8
246,2021-02-25,27.0,0.429,56.0,11.373,109.135,7.97,29.0,37.8
247,2021-02-26,25.286,0.429,55.0,11.373,109.135,7.97,29.0,37.8
248,2021-02-27,25.286,0.429,63.0,11.373,109.135,7.97,29.0,37.8
249,2021-02-28,23.857,0.429,72.0,11.373,109.135,7.97,29.0,37.8
250,2021-03-01,25.286,0.14300000000000002,80.0,11.373,109.135,7.97,29.0,37.8
251,2021-03-02,24.143,0.0,89.0,11.373,109.135,7.97,29.0,37.8
252,2021-03-03,24.714,0.28600000000000003,97.0,11.373,109.135,7.97,29.0,37.8
253,2021-03-04,25.286,0.28600000000000003,103.0,11.373,109.135,7.97,29.0,37.8
254,2021-03-05,25.143,0.28600000000000003,108.0,11.373,109.135,7.97,29.0,37.8
255,2021-03-06,24.286,0.28600000000000003,108.0,11.373,109.135,7.97,29.0,37.8
256,2021-03-07,25.143,0.28600000000000003,108.0,11.373,109.135,7.97,29.0,37.8
257,2021-03-08,25.714,0.28600000000000003,108.0,11.373,109.135,7.97,29.0,37.8
258,2021-03-09,25.857,0.28600000000000003,186.0,11.373,109.135,7.97,29.0,37.8
259,2021-03-10,26.0,0.0,264.0,11.373,109.135,7.97,29.0,37.8
260,2021-03-11,22.0,0.0,347.0,11.373,109.135,7.97,29.0,37.8
261,2021-03-12,28.714,0.0,430.0,11.373,109.135,7.97,29.0,37.8
262,2021-03-13,29.857,0.0,513.0,11.373,109.135,7.97,29.0,37.8
263,2021-03-14,32.0,0.14300000000000002,596.0,11.373,109.135,7.97,29.0,37.8
264,2021-03-15,31.429,0.14300000000000002,679.0,11.373,109.135,7.97,29.0,37.8
265,2021-03-16,32.857,0.14300000000000002,619.0,11.373,109.135,7.97,29.0,37.8
266,2021-03-17,32.857,0.14300000000000002,559.0,11.373,109.135,7.97,29.0,37.8
267,2021-03-18,37.571,0.14300000000000002,493.0,11.373,109.135,7.97,29.0,37.8
268,2021-03-19,33.143,0.14300000000000002,428.0,11.373,109.135,7.97,29.0,37.8
269,2021-03-20,36.143,0.14300000000000002,357.0,11.373,109.135,7.97,29.0,37.8
270,2021-03-21,35.857,0.0,287.0,11.373,109.135,7.97,29.0,37.8
271,2021-03-22,36.571,0.0,217.0,11.373,109.135,7.97,29.0,37.8
272,2021-03-23,38.857,0.0,212.0,11.373,109.135,7.97,29.0,37.8
273,2021-03-24,39.714,0.14300000000000002,207.0,11.373,109.135,7.97,29.0,37.8
274,2021-03-25,42.0,0.14300000000000002,202.0,11.373,109.135,7.97,29.0,37.8
275,2021-03-26,43.0,0.14300000000000002,197.0,11.373,109.135,7.97,29.0,37.8
276,2021-03-27,46.857,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
277,2021-03-28,47.57100000000001,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
278,2021-03-29,49.0,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
279,2021-03-30,50.429,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
280,2021-03-31,53.143,0.14300000000000002,197.0,11.373,109.135,7.97,29.0,37.8
281,2021-04-01,52.286,0.14300000000000002,197.0,11.373,109.135,7.97,29.0,37.8
282,2021-04-02,54.714,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
283,2021-04-03,52.143,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
284,2021-04-04,54.429,0.28600000000000003,197.0,11.373,109.135,7.97,29.0,37.8
285,2021-03-02,42.57100000000001,1.429,881.0,2.405,276.045,3.94,14.1,33.1
286,2021-03-03,40.429,1.286,881.0,2.405,276.045,3.94,14.1,33.1
287,2021-03-04,40.857,1.286,881.0,2.405,276.045,3.94,14.1,33.1
288,2021-03-05,38.143,1.0,881.0,2.405,276.045,3.94,14.1,33.1
289,2021-03-06,39.0,0.857,881.0,2.405,276.045,3.94,14.1,33.1
290,2021-03-07,39.857,0.857,881.0,2.405,276.045,3.94,14.1,33.1
291,2021-03-08,36.286,1.0,881.0,2.405,276.045,3.94,14.1,33.1
292,2021-03-09,33.143,0.857,1367.0,2.405,276.045,3.94,14.1,33.1
293,2021-03-10,34.0,0.857,1853.0,2.405,276.045,3.94,14.1,33.1
294,2021-03-11,32.0,0.857,2339.0,2.405,276.045,3.94,14.1,33.1
295,2021-03-12,34.143,1.143,2825.0,2.405,276.045,3.94,14.1,33.1
296,2021-03-13,38.286,1.143,3311.0,2.405,276.045,3.94,14.1,33.1
297,2021-03-14,42.0,1.0,3797.0,2.405,276.045,3.94,14.1,33.1
298,2021-03-15,42.714,0.857,4283.0,2.405,276.045,3.94,14.1,33.1
299,2021-03-16,47.429,0.857,4283.0,2.405,276.045,3.94,14.1,33.1
300,2021-03-17,46.857,0.857,4283.0,2.405,276.045,3.94,14.1,33.1
301,2021-03-18,50.429,0.7140000000000001,4283.0,2.405,276.045,3.94,14.1,33.1
302,2021-03-19,53.857,0.7140000000000001,4577.0,2.405,276.045,3.94,14.1,33.1
303,2021-03-20,53.286,0.857,4870.0,2.405,276.045,3.94,14.1,33.1
304,2021-03-21,50.429,0.857,5163.0,2.405,276.045,3.94,14.1,33.1
305,2021-03-22,50.0,1.286,5457.0,2.405,276.045,3.94,14.1,33.1
306,2021-03-23,46.857,1.143,5750.0,2.405,276.045,3.94,14.1,33.1
307,2021-03-24,49.57100000000001,1.429,6044.0,2.405,276.045,3.94,14.1,33.1
308,2021-03-25,50.857,1.429,6681.0,2.405,276.045,3.94,14.1,33.1
309,2021-03-26,45.57100000000001,1.143,7025.0,2.405,276.045,3.94,14.1,33.1
310,2021-03-27,47.857,1.0,7369.0,2.405,276.045,3.94,14.1,33.1
311,2021-03-28,47.143,0.857,7713.0,2.405,276.045,3.94,14.1,33.1
312,2021-03-29,53.57100000000001,0.5710000000000001,8057.0,2.405,276.045,3.94,14.1,33.1
313,2021-02-05,1038.143,17.285999999999998,149.0,11.373,197.093,7.29,14.1,33.1
314,2021-02-06,1038.143,17.285999999999998,149.0,11.373,197.093,7.29,14.1,33.1
